from_address,to_address,amount_previous_transaction_of_sender,eth_value,block_timestamp,benign_adx
0x5175f107219871c88e0c4202f14a5f34088b54c8,0x60781265e9850f54ae0bc9545948d05dee6fc3e3,2,1.0,2015-08-12 16:50:58 UTC,0x60781265e9850f54ae0bc9545948d05dee6fc3e3
0xaff2628417768132e1d04f605fe1e797f2eca3f8,0x1467bcfa961fe8067c779935a78b4a73e7393bd8,0,1.0,2015-08-12 18:57:03 UTC,0x1467bcfa961fe8067c779935a78b4a73e7393bd8
0x5175f107219871c88e0c4202f14a5f34088b54c8,0x60781265e9850f54ae0bc9545948d05dee6fc3e3,3,15.5,2015-08-12 17:01:28 UTC,0x60781265e9850f54ae0bc9545948d05dee6fc3e3
0x5175f107219871c88e0c4202f14a5f34088b54c8,0x60781265e9850f54ae0bc9545948d05dee6fc3e3,1,1e-18,2015-08-12 16:45:37 UTC,0x60781265e9850f54ae0bc9545948d05dee6fc3e3
0x00fac02adb7295b4f1aa598ff1f9481d0ad84140,0x1467bcfa961fe8067c779935a78b4a73e7393bd8,0,4.9,2015-08-12 19:10:58 UTC,0x1467bcfa961fe8067c779935a78b4a73e7393bd8
0xaff2628417768132e1d04f605fe1e797f2eca3f8,0x1467bcfa961fe8067c779935a78b4a73e7393bd8,1,2.7,2015-08-12 19:09:38 UTC,0x1467bcfa961fe8067c779935a78b4a73e7393bd8
0xfd7c9117bbeb649d9b37b3d3c9917f7c12f526b3,0x32be343b94f860124dc4fee278fdcbd38c102d88,10,199.9938229,2015-08-12 12:40:39 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x6c716b5177cc5c983057af4d88f7152eba2cc0a6,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,10.64434077,2015-08-12 12:45:19 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa9f5e7bf6cbf6fec55b30850eb492b47a376d050,0x32be343b94f860124dc4fee278fdcbd38c102d88,11,10.758856009999999,2015-08-12 14:24:32 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,40,4.99876878,2015-08-12 20:26:35 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x2d1d94521e896625f8ec3f65171fa82262da6bcf,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,72.0262003,2015-08-12 12:49:53 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xd924aac0bcb65c13be4044f6bea8aae34d7a7126,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,23.13969713,2015-08-12 12:57:02 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x2118baa5b9d6423676cf5502eb6eaed859228c33,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,10.61532524,2015-08-12 12:45:28 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xca23d1bc8ffa9e53f1c22644d7eabb6e26e4468a,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,0.99879506,2015-08-12 10:52:16 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x6a8cc233e14f874983bb2f37d1de706f6910ef0b,0x32be343b94f860124dc4fee278fdcbd38c102d88,4,93.99877559,2015-08-12 17:15:32 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xc25f24a505b8fef751d8f4fcc397651001f7a160,0x32be343b94f860124dc4fee278fdcbd38c102d88,18,14.9887732,2015-08-12 23:25:37 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x097738363b1662599ad0777e19461601f5ec8df9,0x32be343b94f860124dc4fee278fdcbd38c102d88,15,0.99874804,2015-08-12 09:24:38 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x910a4aadabb3a7b3f7879118332e13da66b68d77,0x32be343b94f860124dc4fee278fdcbd38c102d88,11,9.9987964,2015-08-12 00:43:03 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x79d5794171e11dd5c2f0e26e1c187319db2fe6f7,0x32be343b94f860124dc4fee278fdcbd38c102d88,16,4.99878526,2015-08-12 06:50:12 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x8f79f76381aad7b98c19af55ee75fdfeeb012211,0x32be343b94f860124dc4fee278fdcbd38c102d88,8,9.99879119,2015-08-12 11:50:19 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0x19ae27e1b61445eb9f27821a5eb4b3e957319e7e,290,6.995,2015-08-12 09:49:48 UTC,0x19ae27e1b61445eb9f27821a5eb4b3e957319e7e
0xbfdd9820a04283b289957956353b5f3c1f665ecf,0x32be343b94f860124dc4fee278fdcbd38c102d88,26,29.99875929,2015-08-12 00:01:09 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xcd690730a45cdebef24f2a3db2de181bfba5cbea,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,9.85744455,2015-08-12 12:46:39 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x5ff827e73c5b866c300b824fe12719a3dd350513,0x32be343b94f860124dc4fee278fdcbd38c102d88,12,13.99880481,2015-08-12 14:20:30 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x7fa165177f28d171ba7c17f765c1904344ec64cb,0x32be343b94f860124dc4fee278fdcbd38c102d88,9,44.99879051,2015-08-12 07:48:30 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x01ad0acff478127d9d702b1a13599d706cb759b1,0x32be343b94f860124dc4fee278fdcbd38c102d88,14,4.9988257,2015-08-12 14:32:48 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xcc71a3b4707041559d69f774284f47e8272be370,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,9.89880315,2015-08-12 21:21:02 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,351,3000.0,2015-08-12 23:00:45 UTC,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad
0x7339bf89a60f8a29d0ed436f3198774f8e191f37,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,7.45879909,2015-08-12 15:52:06 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xf87481a262e993a75f791e7859e71bac36a606eb,0x32be343b94f860124dc4fee278fdcbd38c102d88,13,134.99882395,2015-08-12 02:56:48 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,44,4.99882406,2015-08-12 22:19:17 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa6bdc31c431b8f97848c9d60cbbe9660dc450eb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,5,4.99986058,2015-08-12 15:06:42 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xdc6a542f97876923583019b526335fd1fb0dfc6a,0x32be343b94f860124dc4fee278fdcbd38c102d88,4,466.99881521000003,2015-08-12 13:39:38 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,41,4.99873561,2015-08-12 20:43:04 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa6bdc31c431b8f97848c9d60cbbe9660dc450eb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,7,9.99879175,2015-08-12 15:35:19 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x79d5794171e11dd5c2f0e26e1c187319db2fe6f7,0x32be343b94f860124dc4fee278fdcbd38c102d88,17,5.15504277,2015-08-12 11:25:30 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,33,4.99880481,2015-08-12 13:09:37 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x223ea75ace9d7f53bc6c131191aff34b44bd57ac,0x7339bf89a60f8a29d0ed436f3198774f8e191f37,0,1.0,2015-08-12 14:03:18 UTC,0x7339bf89a60f8a29d0ed436f3198774f8e191f37
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,284,3000.0,2015-08-12 06:08:27 UTC,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad
0xfc372ff6927cb396d9cf29803500110da632bc52,0xa748fac76b1d857e2f77484a0f816463e8b56edc,8,1.0,2015-08-12 08:09:48 UTC,0xa748fac76b1d857e2f77484a0f816463e8b56edc
0xf357482c5a92c7b2cee6a157034362b7d7d88c5a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,5.23885355,2015-08-12 19:53:09 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa114c802ef29776f05f9c6925ce915232e8ae102,0x32be343b94f860124dc4fee278fdcbd38c102d88,7,4.99884895,2015-08-12 12:20:09 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xdec7d1b05f89c0ce0870ea4aea18138264675478,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,86.98527186,2015-08-12 11:04:31 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xdd81aaddcc8448a5fc0ac28db93ec6801c21e8ef,0x32be343b94f860124dc4fee278fdcbd38c102d88,6,49.99882528,2015-08-12 18:00:33 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xcb2ff4305625d98a9e13c9ca10ca47cf2345e1f8,0x32be343b94f860124dc4fee278fdcbd38c102d88,7,50.398775709999995,2015-08-12 01:12:13 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,324,6500.0,2015-08-12 14:46:59 UTC,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad
0x01ad0acff478127d9d702b1a13599d706cb759b1,0x32be343b94f860124dc4fee278fdcbd38c102d88,17,4.99878796,2015-08-12 19:24:15 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x9f2fb03e4c0c627af3411609a805a151b4adbf86,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,2.99384413,2015-08-12 08:55:24 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x7339bf89a60f8a29d0ed436f3198774f8e191f37,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,0.998773,2015-08-12 14:09:00 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x19ae27e1b61445eb9f27821a5eb4b3e957319e7e,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,6.99377241,2015-08-12 09:53:45 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xb8796061fcccc0c40bd2060d95d6cff928bd1c1b,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,63.3587664,2015-08-12 21:03:38 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xc759dc67e0c3816fdc56a2f5bb29920fc07e767d,0x910a4aadabb3a7b3f7879118332e13da66b68d77,16,15.0,2015-08-12 16:53:33 UTC,0x910a4aadabb3a7b3f7879118332e13da66b68d77
0x756fd95f0bc102071dddf04c04d58f8def4f2af2,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,3.09880258,2015-08-12 17:02:55 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xdc6a542f97876923583019b526335fd1fb0dfc6a,0x32be343b94f860124dc4fee278fdcbd38c102d88,6,499.99876191000004,2015-08-12 14:03:50 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x60664de32450711a29f363c14a76107111689e17,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,0.99879518,2015-08-12 01:28:52 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa968562027623a2e58669047292f30a9d9fc9c7e,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,64.77983339,2015-08-12 11:46:55 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa6bdc31c431b8f97848c9d60cbbe9660dc450eb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,48.00284505,2015-08-12 12:50:04 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x68d3578bfbeefb9c1e31ce355a29ad3a107f88c5,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,1.04397663,2015-08-12 12:36:41 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xb0bf4a71f730782368ef660fe6d298f432f95450,0x32be343b94f860124dc4fee278fdcbd38c102d88,15,199.99872906000002,2015-08-12 15:39:45 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x9746c7e1ef2bd21ff3997fa467593a89cb852bd0,0xb0bf4a71f730782368ef660fe6d298f432f95450,19,200.0,2015-08-12 15:37:15 UTC,0xb0bf4a71f730782368ef660fe6d298f432f95450
0xa391109aa419a9241c6d91d824581d672e96e93b,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,60.68873457,2015-08-12 11:54:56 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xf357482c5a92c7b2cee6a157034362b7d7d88c5a,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,0.99874236,2015-08-12 19:44:41 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xe3a29c590ae7bf0d32a7121373bf5c94adbeca4a,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,0.04875169,2015-08-12 10:43:42 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x19ae27e1b61445eb9f27821a5eb4b3e957319e7e,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,7.99382873,2015-08-12 11:09:06 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa64015e0870ff579f8827b39b538c1eda5ef25a0,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,999.88310223000008,2015-08-12 02:48:05 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,332,4000.0,2015-08-12 15:47:51 UTC,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad
0x249502491a53b217181420cc4a6de23a720636ca,0x32be343b94f860124dc4fee278fdcbd38c102d88,5,1978.99882946,2015-08-12 23:08:58 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x01ad0acff478127d9d702b1a13599d706cb759b1,0x32be343b94f860124dc4fee278fdcbd38c102d88,15,10.1488241,2015-08-12 15:14:38 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad,278,8000.0,2015-08-12 03:29:53 UTC,0x120a270bbc009644e35f0bb6ab13f95b8199c4ad
0x845264090f92208be6d81cbcde052691f39e4716,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,18.99883159,2015-08-12 22:02:18 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,21,4.99876176,2015-08-12 08:00:59 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x5bf5e9cf9b456d6591073513de7fd69a9bef04bc,326,1.48915816,2015-08-12 14:49:33 UTC,0x5bf5e9cf9b456d6591073513de7fd69a9bef04bc
0xc97b6e47df229442524f8f210926557900f81574,0x32be343b94f860124dc4fee278fdcbd38c102d88,10,19.998806849999998,2015-08-12 15:10:32 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,22,4.99885498,2015-08-12 09:03:50 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa6bdc31c431b8f97848c9d60cbbe9660dc450eb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,13,5.00118561,2015-08-12 23:46:30 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x8c65fdfe51a3493bc533ee2db5b1f639a702f145,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,4.6987722,2015-08-12 13:26:24 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xd1f647c106b7c9ed6fdb157979744c4acf521a40,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,6.49882695,2015-08-12 09:58:04 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x1d5886c94a247ecaf060ce8bbdd258b8521e7359,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,2999.99884615,2015-08-12 16:37:56 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xde72e29d65eaabbd236b21c1d59a486c19abdad5,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,2999.99874124,2015-08-12 19:11:24 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xc25f24a505b8fef751d8f4fcc397651001f7a160,0x32be343b94f860124dc4fee278fdcbd38c102d88,19,3.73883511,2015-08-12 23:29:52 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x1543667b9bad3e41865c3233e1764d8dda8e1f3d,0x32be343b94f860124dc4fee278fdcbd38c102d88,6,116.9987657,2015-08-12 10:18:36 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x0ca19a53a3256482a89770fc1dafc7630717f201,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,0.0887329,2015-08-12 09:28:38 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x4bef38c01bc78be1914bfe8d309adf66a0e6721a,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,99.948772330000011,2015-08-12 05:26:54 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xcbb61edf3e9e77dfe1b5280be4a7cf8a5d271c8b,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,12.38736667,2015-08-12 04:15:53 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x81c039692a575005f2f5f26c6f69dba26a8f6408,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,19.99880274,2015-08-12 18:25:35 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x9e5871fb2fe165484413293aa230d2774e888865,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,9.99876176,2015-08-12 08:01:25 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x460a1fbd987e6e83974c9f5749ec2802b6890c9b,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,4.96877979,2015-08-12 08:51:02 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x43279854aaf8825a6d1fccf056caf190ab8a7b76,0x32be343b94f860124dc4fee278fdcbd38c102d88,6,3999.9988232299997,2015-08-12 16:00:53 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xe7cfdacb398c319799e001d6a0f5d07b9187ae16,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,29.99384032,2015-08-12 15:56:16 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xf0224ea727d4924a8dd69a8d2d473cc4c3590423,0x32be343b94f860124dc4fee278fdcbd38c102d88,5,6.81406382,2015-08-12 12:44:27 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x8f79f76381aad7b98c19af55ee75fdfeeb012211,0x32be343b94f860124dc4fee278fdcbd38c102d88,6,192.99882764,2015-08-12 08:59:29 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa6bdc31c431b8f97848c9d60cbbe9660dc450eb7,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,4.99873085,2015-08-12 12:28:02 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x6c0e7ecd7bb748115a529c0d5ee2d26b4791578a,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,22.998850129999997,2015-08-12 03:38:11 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa114c802ef29776f05f9c6925ce915232e8ae102,0x32be343b94f860124dc4fee278fdcbd38c102d88,5,23.99884492,2015-08-12 06:16:43 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x3620db64d25d412bab4c8d93e2e0d7e64e8cb933,0x32be343b94f860124dc4fee278fdcbd38c102d88,3,418.99885273,2015-08-12 03:34:02 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x574443e2d39ae23b3b15b02729d1cc6aad184b2e,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,7.99880612,2015-08-12 13:14:07 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xbc681e36e2bc0d9cb397811ce7a5821da2d66059,0x32be343b94f860124dc4fee278fdcbd38c102d88,1,13.0188833,2015-08-12 12:57:03 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x86d3856ad0105b9d4199936c1fd203664ba325dc,0x32be343b94f860124dc4fee278fdcbd38c102d88,11,2.4287722,2015-08-12 13:26:14 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x923e58c2298906639ea9077d5100b4d9cda7950e,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,999.99883159,2015-08-12 17:23:43 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x6d37bd781411ccdd33792481e2c9ce5b62d3a5b8,0x32be343b94f860124dc4fee278fdcbd38c102d88,3,28.698817100000003,2015-08-12 05:22:28 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,17,5.15842526,2015-08-12 00:34:41 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
0x7fa165177f28d171ba7c17f765c1904344ec64cb,0x32be343b94f860124dc4fee278fdcbd38c102d88,10,29.99875384,2015-08-12 13:30:40 UTC,0x32be343b94f860124dc4fee278fdcbd38c102d88
