from_address,to_address,amount_previous_transaction_of_sender,eth_value,block_timestamp,scam_adx
0x11f1b1a7402a9993e72b6093b2aa72d63097b91b,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,0,9.99895,2015-08-22 23:05:08 UTC,
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x5c7053474a86f079d29542d07f10477833a60723,1646,1.99,2015-08-22 00:39:41 UTC,
0x34d34f0a638f6991e4e2536f41295df6e934a646,0x32be343b94f860124dc4fee278fdcbd38c102d88,32,4.99777447,2015-08-22 04:54:12 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,179,4.99877447,2015-08-22 04:54:12 UTC,
0xb1abce2918e21ddb93aa452731a12672a3d9f75a,0x32be343b94f860124dc4fee278fdcbd38c102d88,251,4.99877447,2015-08-22 04:54:12 UTC,
0x931ac2444b057f80a06a4fb627f26ffa5ce41184,0x32be343b94f860124dc4fee278fdcbd38c102d88,14,14.99883098,2015-08-22 04:54:12 UTC,
0x0d81fd2bb264d9ee0f432599b443ae1b691f6134,0x32be343b94f860124dc4fee278fdcbd38c102d88,14,4.80421391,2015-08-22 07:17:31 UTC,
0x3629b45bbf972adc23c064d31b7d7c6ce17415d5,0x32be343b94f860124dc4fee278fdcbd38c102d88,11,20.35245645,2015-08-22 07:17:31 UTC,
0x2f86ba8019945f39ede131d38d4d8780884da553,0x32be343b94f860124dc4fee278fdcbd38c102d88,41,2383.99383821,2015-08-22 21:48:53 UTC,
0x32be343b94f860124dc4fee278fdcbd38c102d88,0xfff1471a813eaf20ade11c3d58e3a64157216587,1649,50.99,2015-08-22 00:51:58 UTC,
0x32be343b94f860124dc4fee278fdcbd38c102d88,0x36fa43bc3fe3328e7ba52be6582c2ea1d45db513,1648,54.55,2015-08-22 00:51:58 UTC,
0x4d67f4f0db45b3b5a3424b39ed8d972f710381d5,0x32be343b94f860124dc4fee278fdcbd38c102d88,72,55.89878439,2015-08-22 03:51:59 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,168,4.99886,2015-08-22 03:39:10 UTC,
0xb1abce2918e21ddb93aa452731a12672a3d9f75a,0x32be343b94f860124dc4fee278fdcbd38c102d88,249,4.99883635,2015-08-22 03:39:10 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,302,4.99885136,2015-08-22 21:40:12 UTC,
0xb1abce2918e21ddb93aa452731a12672a3d9f75a,0x32be343b94f860124dc4fee278fdcbd38c102d88,256,4.99879003,2015-08-22 06:46:33 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,191,4.9998526,2015-08-22 06:46:33 UTC,
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0x4959f006cbae0c011bcedc07f76ee86288b67a88,1248,1668.34554,2015-08-22 03:28:37 UTC,
0xb1abce2918e21ddb93aa452731a12672a3d9f75a,0x32be343b94f860124dc4fee278fdcbd38c102d88,263,4.99875794,2015-08-22 08:39:24 UTC,
0x5bb33b0e16f8a05c5124c33418922c5b1be8f810,0x32be343b94f860124dc4fee278fdcbd38c102d88,8,5.59876992,2015-08-22 08:39:24 UTC,
0x8da49a9554b48f282215711581d6500b3045020f,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,3,0.02195359404563,2015-08-22 19:20:40 UTC,
0x5e1e5c470dfbe20120224c1358bb193e5837c840,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,4,0.01260160224465,2015-08-22 19:20:40 UTC,
0x983c3f45e26ee1a84155c1ddbb1cfdbf85a4d2b3,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,4,0.01799306959909,2015-08-22 19:20:40 UTC,
0x8cdc27bf95732811ebd9b0a9e7e957a30c4582ac,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,6,0.06695708758538,2015-08-22 19:20:40 UTC,
0x3aa549c938e6bab1e44b506944f5498b28854936,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,2.0253836,2015-08-22 01:05:17 UTC,
0x004238bfbbe2048f84ca30a77bf61523a87e58b2,0x32be343b94f860124dc4fee278fdcbd38c102d88,3,8.99225666,2015-08-22 01:05:17 UTC,
0x66c8c4127d9ab859531c8ee3f8f2025afba1baa8,0x32be343b94f860124dc4fee278fdcbd38c102d88,3,11.229217030000001,2015-08-22 01:05:17 UTC,
0x5c67d94468c06c92e2d5f8446c41e7a859377994,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,4.40213999,2015-08-22 01:05:17 UTC,
0xcd424c53f5dc7d22cdff536309c24ad87a97e6af,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,5.86392625,2015-08-22 01:05:17 UTC,
0xc93a69dfc0fb3e867d9207599f7fe87d51619635,0xc47aaa860008be6f65b58c6c6e02a84e666efe31,20,199.98895000000002,2015-08-22 01:05:17 UTC,
0xb3a0f076c5c07f41dcb2025b92c34f68165fa57d,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,6.15513472,2015-08-22 01:05:17 UTC,
0x917cdd148ebec4699a523905424ee1f7de261258,0x32be343b94f860124dc4fee278fdcbd38c102d88,2,3.83399838,2015-08-22 01:05:17 UTC,
0x608f4b86321a68453f9adf6f06f7fc3e621739ad,0x32be343b94f860124dc4fee278fdcbd38c102d88,239,4.99879575,2015-08-22 12:54:09 UTC,
0x11a1b609fec6ef7a5ed120f1188ba5378bbca9b0,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,368.99879574999994,2015-08-22 12:54:09 UTC,
0x0e70c0c335338331635af79732007686af910227,0x32be343b94f860124dc4fee278fdcbd38c102d88,0,3317.99879575,2015-08-22 12:54:09 UTC,
0xa70a9a7040d542c632d8e0be7c5513a8a5bbc752,0x32be343b94f860124dc4fee278fdcbd38c102d88,364,4.99880666,2015-08-22 12:54:09 UTC,
0x2910543af39aba0cd09dbb2d50200b3e800a63d2,0x765eeaad1f3f92c0d5ac5361913d96e37ceaee1a,1249,1999.9950000000001,2015-08-22 03:53:25 UTC,
